listing_id,raw_output
23," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service"": ""LETZTER SERVICE BEI 125.958 km"",
  ""Garantie"": ""Keine"",
  ""Unfallfrei"": ""true"",
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester_Standard"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
24," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes, Service A neu"",
  ""Bereifung"": ""8-fach"",
  ""Allwetterreifen"": true,
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Keine"",
  ""Abstandsregeltempomat"": true,
  ""Matrix-LED_MULTIBEAM"": true,
  ""Klimaautomatik"": {
    ""4-Zonen_THERMOTRONIC"": true,
    ""2-Zonen_THERMATIC"": false
  },
  ""Burmester_HighEnd_3D-Soundsystem"": false,
  ""Burmester_Surround-Soundsystem"": false,
  ""AMG Line"": {
    ""Night-Paket"": false
  },
  ""Panorama-Schiebedach"": true,
  ""Schiebedach"": false,
  ""Abgedunkelte Scheiben"": true,
  ""Ambiente-Beleuchtung"": false,
  ""Armlehne"": true,
  ""Beheizbare Frontscheibe"": true,
  ""Beheizbares Lenkrad"": true,
  ""Elektr. Fensterheber"": true,
  ""Elektr. Heckklappe"": true,
  ""Elektr. Seitenspiegel"": true,
  ""Elektr. Seitenspiegel anklappbar"": false,
  ""Elektr. Sitzeinstellung"": true,
  ""Elektr. Sitzeinstellung mit Memory-Funktion"": false,
  ""Innenspiegel autom. abblendend"": true,
  ""Lederlenkrad"": true,
  ""Lordosenstütze"": true,
  ""Massagesitze"": false,
  ""Pano"": false,
  ""Sitzheizung"": true,
  ""Sitzheizung hinten"": true,
  ""Sitzbelüftung"": false,
  ""Standheizung"": false,
  ""Zentralverriegelung"": true,
  ""Berganfahrassistent"": true,
  ""Bordcomputer"": true,
  ""Multifunktionslenkrad"": true,
  ""Schaltwippen"": true,
  ""Servolenkung"": true,
  ""Bluetooth"": true,
  ""CD-Spieler"": false,
  ""Freisprecheinrichtung"": false,
  ""Navigationssystem"": true,
  ""Soundsystem"": false,
  ""USB"": true,
  ""WLAN_Wifi Hotspot"": false,
  ""Dachreling"": false,
  ""Luftfederung"": false,
  ""Tuner/Radio"": {
    ""Radio DAB"": false,
    ""Tuner/Radio"": false
  },
  ""Geschwindigkeitsregulierung"": {
    ""Abstandstempomat"": true
  },
  ""Anhängerkupplung"": {
    ""schwenkbar"": false
  },
  ""Klimatisierung"": {
    ""4-Zonen-Klimaautomatik"": true
  },
  ""Sicherheit"": {
    ""Alarmanlage"": false,
    ""ABS"": true,
    ""Abstandswarner"": true,
    ""Adaptives Fahrwerk"": true,
    ""Blendfreies Fernlicht"": true,
    ""Elektr. Wegfahrsperre"": true,
    ""ESP"": true,
    ""Fernlichtassistent"": false,
    ""Geschwindigkeitsbegrenzer"": true,
    ""Isofix"": true,
    ""Lichtsensor"": false,
    ""Nachtsicht-Assistent"": false,
    ""Nebelscheinwerfer"": false,
    ""Notrufsystem"": false,
    ""Regensensor"": false,
    ""Reifendruckkontrolle"": false,
    ""Spurhalteassistent"": true,
    ""Start/Stopp-Automatik"": false,
    ""Totwinkel-Assistent"": true,
    ""Traktionskontrolle"": true,
    ""Verkehrszeichenerkennung"": false,
    ""Airbags"": {
      ""Front- und Seiten-Airbags"": true
    },
    ""Tagfahrlicht (Art)"": {
      ""LED-Tagfahrlicht"": false
    },
    ""Hauptscheinwerfer"": {
      ""LED-Scheinwerfer"": false
    },
    ""Kurvenlicht (Art)"": {
      ""Adaptives Kurvenlicht"": true
    },
    ""Pannenhilfe"": {
      ""Pannenkit"": false
    },
    ""Einparkhilfe"": {
      ""360°-Kamera"": false,
      ""Hinten"": false,
      ""Vorne"": false
    },
    ""Selbstlenkende Systeme"": false,
    ""Sport"": {
      ""Sportfahrwerk"": false,
      ""Sportpaket"": false,
      ""Sportsitze"": false
    },
    ""Innenausstattung"": {
      ""Vollleder"": true,
      ""Farbe der Innenausstattung"": ""Schwarz""
    }
  }
}"
25," {
  ""TUV"": ""TÜV Neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes Benz"",
  ""Bereifung"": {
    ""Anzahl_Achsen"": ""8-fach"",
    ""Typ"": ""Sommerreifen""
  },
  ""Garantie"": ""Junge Sterne 24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima_hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester_(Standard)"": ""Burmester Surround-Soundsystem"",
  ""AMG_Line"": {
    ""AMG_Line"": true,
    ""Night_Paket"": false
  },
  ""Pano"": ""Panorama-Schiebedach""
}"
26," {
  ""TUV"": ""06.2027"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach"",
  ""Garantie"": ""24"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Keine"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4-Zonen_THERMOTRONIC_Klima hinten"": true,
  ""2-Zonen_THERMATIC"": true,
  ""Burmester 3D"": true,
  ""Burmester"": false,
  ""AMG Line"": true,
  ""Pano"": true
}"
27," {
  ""TUV"": ""HU/AU bis 11.2027"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach Allwetterreifen Vredestein"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": ""true"",
  ""Mängel"": ""Keine"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4-Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2-Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester_(Standard)"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line"",
  ""Pano"": ""Panorama-Schiebedach""
}"
28," {
  ""tuv"": true,
  ""service_history"": true,
  ""wheel_condition"": ""8-fach"",
  ""winter_summer_or_all_weather_tires"": ""Allwetterreifen"",
  ""guarantee"": 24,
  ""accident_free"": true,
  ""damage"": ""Keine"",
  ""technology_and_features"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima_hinten"": true,
    ""2-Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester_3D"": false,
    ""Burmester"": false,
    ""AMG_Line"": true,
    ""Pano"": true,
  },
  ""color"": ""Diamant Weiß Metallic"",
  ""roof"": ""Elektr. Panoramadach"",
  ""headlights"": ""LED Scheinwerfer"",
  ""rearview_camera"": true,
  ""parking_assist"": true,
  ""keyless_go"": true,
  ""parking_sensor"": true,
  ""night_package"": true,
  ""panorama_roof_sunshade"": true,
  ""heated_seats"": true,
  ""bluetooth"": true,
  ""electric_tailgate"": true,
  ""exclusive_interior"": true,
  ""fahrassistenz_paket_plus"": true,
  ""adaptive_headlights"": true,
  ""active_bremsassistent"": true,
  ""attention_assist"": true,
  ""downhill_speed_regulation"": true,
  ""berganfahrhilfe"": true,
  ""seitenwind_assistent"": true,
  ""electric_mirrors"": true,
  ""intelligent_light_system_led"": true,
  ""isofix_rear_child_seat_mounts"": true,
  ""comfort_climate_automatic_3_zones"": false,
  ""headrests_rear"": true,
  ""engine"": ""4.7 Ltr. - 335 kW V8 KAT"",
  ""multicontour_front_seats"": true,
  ""pre_safe_system"": true,
  ""wheelbase"": ""2920 mm"",
  ""adaptive_chassis_control"": false,
  ""magic_vision_control"": true,
  ""command_online"": true,
  ""chrome_grille"": true,
  ""retractable_and_swiveling_sunblinds"": true,
  ""easy_entry_system_electric"": true,
  ""entertainment_system_rear"": true,
  ""exclusive_designo_paint"": true,
  ""roll_shade_on_rear_door_windows"": true,
  ""harman_kardon_logic7_surround_sound_system"": true,
  ""sideview_mirror_package"": true,
  ""aluminum_side_steps"": true,
  ""tv_tuner"": true,
  ""comfort_telephony"": true,
  ""rear_airbag_sidebags"": true,
  ""leather_seats_2_tone"": true,
  ""ventilated_front_seats"": true,
  ""heated_front_seats"": true,
  ""start_stop_system"": true,
  ""12v_socket"": true,
  ""underbody_protection"": true,
  ""heated_windshield"": false,
  ""rain_sensor"": true
}"
29," {
  ""tuv"": true,
  ""scheckheft"": true,
  ""bereifung"": {
    ""8-fach"": true,
    ""allwetterreifen"": true
  },
  ""garantie"": 24,
  ""unfallfrei"": true,
  ""mangel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""ausstattung"": {
    ""DISTRONIC"": true,
    ""MULTIBEAM"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""Burmester 3D"": true,
    ""Burmester (Standard)"": true,
    ""AMG Line"": true,
    ""Pano"": true,
    ""4-MATIC"": true,
    ""9-G TRONIC"": true,
    ""ABSTANDSREGELTEMPOMAT PLUS (DISTRONIC PLUS)"": true,
    ""AKTIVER PARK-ASSISTENT"": true,
    ""AKTIVER TOTWINKEL-ASSISTENT"": true,
    ""AKTIVER SPURHALTE-ASSISTENT (FAP)"": true,
    ""FAHRPAKET"": true,
    ""ELEKTRISCH VERSTELLBAR M. MEMORY"": true,
    ""AUTOMATISCH ABBLENDBAR"": true,
    ""HECKKOLLISIONSWARN-UND SCHUTZSYSTEM"": true,
    ""MB-MOBILO MIT DSB UND GGD"": true,
    ""DTR+Q"": true,
    ""BAS+"": true,
    ""BAS+Q"": true,
    ""AUTONOMER BREMSEINGRIFF/WARNG. Z FUSSGAENGERSCHUTZ"": true,
    ""MEMORY-PAKET (FAHRERSITZ, LENKSAEULE U. SPIEGEL)"": true,
    ""LEDERLENKRAD UND LEDERSCHALTHEBEL"": true,
    ""DURCHLADEMOEGLICHKEIT UEBER ARMAUFLAGE IM FOND"": true,
    ""SIDEBAG IM FOND LINKS UND RECHTS"": true,
    ""KNIEBAG"": true,
    ""SONNENSCHUTZROLLO ELEKTRISCH IN FONDTUER LI.U.RE"": true,
    ""WANDLERVARIANTE 2"": true,
    ""BUNDENREPUBLIK DEUTSCHLAND"": true,
    ""KOLLISIONSMINDERUNG -BREMSEINGRIFF/WARNUNG (CMS)"": true,
    ""SPRACHE KOMBIINSTRUMENT/ HU - DEUTSCH"": true,
    ""MASSNAHMENPAKET STEUEREinheit GETRIEBE TEILE"": true,
    ""MBCONNECT - NOTRUFSYSTEM ECALL EUROPA GEN. 2"": true,
    ""UNIVERSELLE KOMMUNIKATIONSSCHNITTSTELLE (UCI)"": true,
    ""COMAND APS NTG5/NTG5.5"": true,
    ""SONNENBLENDE MIT ZUSATZFUNKTION"": true,
    ""ANHAENGEVORRICHTUNG"": true,
    ""EINBRUCH- UND DIEBSTAHLWARNANLAGE BASIS (EDW)"": true,
    ""KLIMAANLAGE IM FOND"": true,
    ""LOGO-PROJEKTION UEBER SPIEGEL"": true,
    ""DAChINNENVERKLEIDUNG STOFF GRAU"": true,
    ""EL.HYDR.STEU.EINHEIT-WANDLER"": true,
    ""SCHEINWERFER LED DYNAMISCH RECHTSVERKEHR"": true,
    ""STEUERCODE VERTRIEB FUER CODE 475 ANFORDERUNG"": true,
    ""GEPAECKRAUMABDECKUNG"": true,
    ""ZIERELEMENTE - ALUMINIUM"": true,
    ""AMG-STYLING - FRONTSPOILER, SEITENSCHWELLER"": true,
    ""RADLAUFVERBREITERUNG"": true,
    ""MODELLJAHRWECHSEL, DIE LETZTE ZIFFER ZEIGT DAS JEWEILIGE NEUE MODELLJAHR AN"": true,
    ""SOUNDSYSTEM PREMIUM"": true,
    ""SINGLE-LAUFWERK DVD"": true,
    ""GLAS DUNKEL GETOENT"": true,
    ""3.SITZREIHE ELEKTRISCH KLAPPBAR"": true,
    ""TRITTBRETT IN ALUMINIUMOPTIK MIT GUMMINOPPEN"": true,
    ""SEITENFENSTER ELEKTR. AUSSTELLBAR"": true,
    ""FOND-ENTERTAINMENT (2 BILDSCHIRME)"": true,
    ""TV TUNER DIGITAL"": true,
    ""AMG-DOPPELSPEICHENRAEDER 21"" RUNDUM"": true,
    ""SITZHEIZUNG FONDSITZ LI UND RE"": true,
    ""SCHEIBENWASCHANLAGE BEHEIZT"": true,
    ""INNENRAUM-LICHTPAKET"": true,
    ""SENSORIK U. SIRENE EINBRUCH-U. DIEBSTAHLWARNANLAGE"": true,
    ""SERVOSCHLIESSUNG"": true,
    ""KEYLESS - GO"": true,
    ""AUTOMATISCHE RUECKWANDTUER"": true,
    ""KEYLESS-START"": true,
    ""ABGASREINIGUNG EURO 6 TECHNIK"": true,
    ""TRENNNETZVORRUESTUNG 2. SITZREIHE"": true,
    ""BLUETEC"": true,
    ""HUBRAUM 3,0 LITER"": true,
    ""V6-DIESELMOTOR OM642"": true,
    ""AMG LINE EXTERIEUR / AMG SPORTPAKET EXTERIEUR"": true,
    ""EINPARK-PAKET"": true,
    ""SPIEGEL-PAKET"": true,
    ""DIEBSTAHLSCHUTZ-PAKET"": true,
    ""MEMORY PAKET VORNE"": true,
    ""SOMMERREIFen"": true,
    ""FONDGURTSTATUSANZEIGE"": true,
    ""I-TAFEL OBEN BELEDERT (KUNSTL. GEPRAEGT)"": true,
    ""BEIFAHRERSITZ MIT GEWICHTSERKENNUNG"": true,
    ""FUSSMATTEN - VELOURS"": true,
    ""FUSSGAENGERSCHUTZ - AKTIVE MOTORHAUBE"": true,
    ""FUSSGAENGERSCHEINWERFER LED"": true,
    ""DVD-PLAYER MIT REGIONAL-CODE 2 EUROPA,JAPAN"": true
}
}"
30," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service A neu"": true,
  ""Bereifung"": ""8-fach"",
  ""Allwetterreifen"": true,
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4-Zonen_THERMOTRONIC_Klima hinten"": true,
  ""2-Zonen_THERMATIC"": false,
  ""Burmester_3D"": false,
  ""Burmester_(Standard)"": true,
  ""AMG Line"": true,
  ""Pano"": true,
  ""Ambiente-Beleuchtung"": null,
  ""Armaturentafel in Ledernachbildung Artico"": null,
  ""DAB-Tuner (Radioempfang digital)"": null,
  ""Easy-Entry System elektr."": null,
  ""Fahrassistenz-Paket Plus"": null,
  ""Fernlichtassistent Adaptive plus"": true,
  ""Fernbedienung für Standheizung / Zusatzheizung"": true,
  ""Getränkehalter mit Kühlfunktion / Wärmefunktion"": null,
  ""Intelligent Light System LED"": true,
  ""Komfort-Klimaautomatik (Thermotronik 3-Zonen)"": true,
  ""Memory-Paket"": true,
  ""Metallic-Lackierung"": null,
  ""Panorama -Schiebedach"": true,
  ""Park-Paket"": true,
  ""Seitenscheiben hinten und Heckscheibe abgedunkelt"": true,
  ""Servoschliessung für Türen"": true,
  ""Sitzbezug / Polsterung: Leder"": null,
  ""Sitze vorn: Klimatisierung"": true,
  ""Sound-System Harman-Kardon mit Logic7-Surround-System "": false,
  ""Spiegel-Paket"": null,
  ""Technik-Paket"": null,
  ""Trittbretter seitlich (Aluminium)"": null,
  ""Zusatzheizung (Standheizung)"": true,
  ""Adaptives Bremslicht"": true,
  ""Airbag Fahrer-/Beifahrerseite"": true,
  ""Aktive Motorhaube"": true,
  ""Antriebs-Schlupfregelung (ASR)"": true,
  ""Antriebsart: Allradantrieb"": true,
  ""Audio-Navigationssystem: COMAND Online"": true,
  ""Außenspiegel elektr. verstell- und heizbar"": true,
  ""Außenspiegel Wagenfarbe"": null,
  ""Blinkleuchte in Außenspiegel integriert"": true,
  ""Dachreling (Aluminium)"": null,
  ""Design- und Ausstattungslinie AMG Line"": true,
  ""elektronisches Traktionssystem (ETS)"": true,
  ""Fahrassistenz-System: Agility Select / Dynamic Select (Fahrmodusschalter)"": true,
  ""Fahrassistenz-System: aktiver Bremsassistent"": true,
  ""Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor)"": true,
  ""Fahrassistenz-System: Bergabfahrkontrolle (Downhill-Speed-Regulation)"": true,
  ""Fahrassistenz-System: Berganfahrhilfe"": true,
  ""Fahrassistenz-System: Seitenwind-Assistent"": true,
  ""Fensterheber elektrisch vorn + hinten"": true,
  ""Feststellbremse elektrisch"": true,
  ""Gepäcknetz / Tasche an Vordersitzlehne"": null,
  ""Gepäckraumabdeckung / Rollo"": null,
  ""Handschuhfach mit Kühlfunktion"": null,
  ""Heckklappe mit automatischem Öffnungs- und Schließsystem"": true,
  ""Heckleuchten LED"": true,
  ""Infotainment-System: Mercedes me connect"": true,
  ""Innenausstattung: Holz Eukalyptus"": null,
  ""Isofix-Aufnahmen für Kindersitz an Rücksitz"": true,
  ""Karosserie: 5-türig"": true,
  ""Knieairbag Fahrerseite"": true,
  ""Kopf-Airbag-System (Windowbag)"": true,
  ""Lenkrad mit Multifunktion"": true,
  ""Lenksäule (Lenkrad) mechan. verstellbar"": true,
  ""LM-Felgen"": null,
  ""Mercedes-Benz Notrufsystem"": null,
  ""Mittelarmlehne hinten"": null,
  ""Motor 3,0 Ltr. - 190 kW CDI KAT"": true,
  ""PRE-SAFE-System"": true,
  ""Radstand 3075 mm"": true,
  ""Reifendruck-Kontrollsystem"": true,
  ""Rücksitzlehne geteilt / klappbar"": true,
  ""Schadstoffarm nach Abgasnorm Euro 6"": true,
  ""SCR-System (AdBlue-Technologie)"": true,
  ""Seitenairbag (Sidebag) vorn"": true,
  ""Sitze vorn elektr. verstellbar"": true,
  ""Sonnenblenden mit Spiegel (beleuchtet)"": true,
  ""Start/Stop-Anlage"": true,
  ""Steckdose (12V-Anschluß)"": null,
  ""Unterfahrschutz"": true,
  ""Wärmeschutzverglasung"": true
}"
31," {
  ""TUV"": ""TÜV wird bei Übergabe neu gemacht"",
  ""TUV_valid_until"": ""10/25"",
  ""Service_Booklet"": ""lückenlos bei Mercedes, Service A neu"",
  ""Tyres"": {
    ""type"": ""8-fach"",
    ""season"": ""Winter und Sommer""
  },
  ""Guarantee"": {
    ""type"": ""Junge Sterne 24 Monate""
  },
  ""Accident_History"": ""Unfallfrei"",
  ""Defects"": ""Keine"",
  ""Features"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4_Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima_hinten"": true,
    ""2_Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester_3D"": false,
    ""Burmester"": false,
    ""AMG_Line"": true,
    ""Pano"": true
  },
  ""Additional_Services"": {
    ""Finance"": true,
    ""Inspection_of_your_used_vehicle"": true,
    ""Garantie"": true,
    ""Transportation_and_Customs_Documents"": true,
    ""Zulassungsservice"": true,
    ""Opening_Hours"": {
      ""Mon"": ""9:30-18"",
      ""Tue"": ""9:30-18"",
      ""Wed"": ""9:30-18"",
      ""Thu"": ""9:30-18"",
      ""Fri"": ""9:30-18"",
      ""Sat"": ""10:00-15:00""
    },
    ""Contact_Information"": ""Kann nicht aus dem Text ermittelt werden.""
  }
}"
32," {
  ""TUV"": ""04/2026"",
  ""Scheckheft"": ""Keine Angaben"",
  ""Bereifung"": ""8-fach"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4_Zonen_THERMOTRONIC_Klima_hinten"": true,
  ""2_Zonen_THERMATIC"": false,
  ""Burmester_3D"": false,
  ""Burmester_Standard"": false,
  ""AMG_Line"": true,
  ""Pano"": true,
  ""Ausstattung"": {
    ""Ambiente-Beleuchtung"": true,
    ""Armaturentafel_in_Ledernachbildung_Artico"": true,
    ""Audio-Navigationssystem"": ""COMAND Online"",
    ""aktiver Park-Assistent"": true,
    ""Innenhimmel_Stoff"": true,
    ""Intelligent Light System LED"": true,
    ""Keyless Go Startanlage"": true,
    ""Memory-Paket"": true,
    ""Panorama-Schiebedach"": true,
    ""Reserverad_als_Notrad"": true,
    ""Rückfahrkamera"": true,
    ""Seitenairbag_hinten"": true,
    ""Seitenairbag_vorn"": true,
    ""Spiegel-Paket"": true,
    ""Trittbretter_seitlich"": true,
    ""Adaptives Bremslicht"": true,
    ""Airbag_Fahrer-/Beifahrerseite"": true,
    ""Antriebs-Schlupfregelung"": true,
    ""Antriebsart"": ""Allradantrieb"",
    ""Außenspiegel_elektr._verstell- und heizbar"": true,
    ""Außenspiegel_Wagenfarbe"": true,
    ""Blinkleuchte_in_Außenspiegel_integriert"": true,
    ""Dachreling"": true,
    ""Design- und Ausstattungslinie_AMG Line"": true,
    ""Easy-Entry Funktion"": true,
    ""elektronisches Traktionssystem"": true,
    ""Fahrassistenz-System"": {
      ""Agility Select / Dynamic Select"": true,
      ""aktiver Bremsassistent"": true,
      ""Attention-Assist_Müdigkeitserkennungs-Sensor"": true,
      ""Bergabfahrkontrolle"": true,
      ""Berganfahrhilfe"": true,
      ""Seitenwind-Assistent"": true
    },
    ""Fensterheber_elektrisch_vorn+hinten"": true,
    ""Feststellbremse_elektrisch"": true,
    ""Gepäcknetz/Tasche an Vordersitzlehne"": true,
    ""Gepäckraumabdeckung/Rollo"": true,
    ""Handschuhfach mit Kühlfunktion"": true,
    ""Heckklappe_mit_automatischem Öffnungs- und Schließsystem"": true,
    ""Heckleuchten LED"": true,
    ""Infotainment-System"": ""Mercedes me connect"",
    ""Innenausstattung"": ""Holz Eukalyptus"",
    ""Isofix-Aufnahmen_für Kindersitz an Rücksitz"": true,
    ""Karosserie"": ""5-türig"",
    ""Klimaautomatik"": true,
    ""Knieairbag Fahrerseite"": true,
    ""Kopf-Airbag-System"": true,
    ""Lenksäule_mechan. verstellbar"": true,
    ""LM-Felgen"": true,
    ""Mercedes-Benz Notrufsystem"": true,
    ""Mittelarmlehne hinten"": true,
    ""Motor"": ""3,0 Ltr. - 190 kW CDI KAT"",
    ""PRE-SAFE-System"": true,
    ""Radstand"": ""3075 mm"",
    ""Reifendruck-Kontrollsystem"": true,
    ""Rücksitzlehne_geteilt/klappbar"": true,
    ""Schadstoffarm nach Abgasnorm Euro 6"": true,
    ""SCR-System"": true,
    ""Seitenairbag vorn"": true,
    ""Sitze vorn elektr. verstellbar"": true,
    ""Sonnenblenden mit Spiegel (beleuchtet)"": true,
    ""Start/Stop-Anlage"": true,
    ""Steckdose_12V-Anschluß"": true,
    ""Unterfahrschutz"": true,
    ""Wärmeschutzverglasung"": true
  }
}"
33," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes, Service A neu"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4_Zonen_THERMOTRONIC_Klima_hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2_Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester_3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester"": ""Burmester Surround-Soundsystem"",
  ""AMG_Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
